,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"阪神北県民局管内
",,,,,,,,,,,,,,,,
"  
","施設名  
"," 所在地    
","電話番号  
","設置者
","受入時間
",,"休日
保育
","時間
預か
 り
","乳児
の受
入
","定員
","職員数
",,,,"  認可外保育施設指導監
者   督基準適合状況
",
,,,,,"開始
","終了
",,,,,"保育士
",,"保育補助者
",,,
,,,,,,,,,,,"常勤非
","非常勤
","勤常勤非
","非常勤
","    特定認可外
勤   保育施設
"," 国証明
(交付日）
"
"12
","ＹＭＣＡ
かわにし保育園
","〒666-0015
川西市小花1丁目4-14
","(072)
758-4678
","大阪キリスト教青年会（大
阪ＹＭＣＡ）
","7:30
","20:00
",,"有
","有
","24
","1
","4
","1
","0
",,"   ○
(H20.7.22)
"
"13
","医療法人晴風園今井病院
","〒666-0236
川辺郡猪名川町北田原字屏風岳
3
","(072)
766-0030
","(医)晴風園今井病院
","8:30
","19:30
","有
","有
","有
","42
","1
","5
","1
","1
",,
"14
","医療法人社団衿正会生駒病院
院内保育所
","〒666-0252
川辺郡猪名川町広根字九十九8
","(072)
766-0172
","(医)衿正会生駒病院
","8:30
","19:00
","有
","無
","有
","30
","12
","2
","0
","0
",,
"15
","晴保育所
","〒665-0816
宝塚市平井5丁目1-44
","(0797)
88-0975
","松本　則彦
","7:00
","19:00
","無
","有
","有
","65
","2
","5
","6
","3
","○
","   ○
(H17.7.1)
"
"16
","ポプリ宝塚
","〒665-0861
宝塚市中山寺1丁目13-25-201
","(0797)
81-4775
","(有)ポプリ・サ－ビス
","7:00
","20:00
","無
","有
","有
","34
","5
","4
","3
","3
","○
","   ○
(H17.7.1)
"
"17
","パディントンハウス
","〒665-0815
宝塚市山本丸橋2丁目10
","(0797)
88-3591
","一般社団法人パディントン
","7:00
","20:00
","無
","無
","有
","46
","7
","6
","3
","4
","○
","   ○
(H17.7.1)
"
"18
","保育所ぴよぴよルーム
おばやし園
","〒665-0034
宝塚市小林2丁目6-12ナダイビル
2F
","(0797)
72-5566
","角田　貴裕
","7:00
","19:00
","無
","有
","有
","36
","1
","5
","2
","7
","○
","   ○
(H17.7.1)
"
"19
","BL-ｋids宝塚学園
","〒665-0034
宝塚市小林3丁目13-37
","(0797)
76-4320
","（株）ミネルヴァインテリジェ
ンス
","8:00
","18:00
","無
","無
","無
","134
","1
","0
","10
","3
",,
"20
","にじの森保育園宝塚南口
","〒665-0003
宝塚市湯本町4-8-103
","(0797)
85-7701
","（株）アピカル
","7:00
","20:00
","無
","有
","有
","29
","3
","6
","1
","4
",,"   ○
(H20.2.18)
"
"21
","都市型保育園ポポラー
宝塚あくら園
","〒665-0823
宝塚市安倉南1丁目24-11岡本ビ
ル2F
","(0797)
83-1080
","（株）タスク・フォース
","7:00
","21:00
","無
","有
","有
","38
","3
","0
","1
","1
",,
"22
","みるくっく宝塚
","〒665-0852
宝塚市売布2丁目5-1ピピアめふ
1-6F
","(0797)
87-1556
","特定非営利活動法人保育
ネットワーク・ミルク
","8:00
","19:00
","無
","有
","有
","15
","0
","6
","0
","2
",,
"23
","ポレ・ポレ宝塚花のみち保育ルーム
","〒665-0845
宝塚市栄町1丁目6-2花のみちセ
ルカ2番館3F
","（0797)
86-0067
","（株）ポレ・ポレ
","7:00
","21:00
","無
","有
","有
","32
","3
","2
","0
","3
","○
","   ○
(H20.3.31)
"
