,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"東播磨県民局管内
",,,,,,,,,,,,,,,,,
,"  
","施設名
","所在地
","電話番号
","設置者
","受付時間
",,"休日
保育
","時間
預か
 り
","乳児
の受
入
","定員
","職員数
",,,,"認可外保育施設指導
監督基準適合状況
",
,,,,,,"開始
","終了
",,,,,"保育士
",,"保育補助者
",,,
,,,,,,,,,,,,"常勤
","非常勤
","常勤
","非常勤
","特定認可外保
 育施設
"," 国証明
(交付日）
"
,"25
","西江井島病院 ふたば保育
園
","〒674-0065
明石大久保町西島728-1
","(078)
947-6356
","医療法人双葉会　西江井
島病院
","8:00
","18:00
","有
","有
","有
","20
","4
","7
","0
","0
",,
,"26
","大久保病院 院内保育所
","〒674-0051
明石市大久保町大窪2095-1
","(078)
935-2563
","医療法人誠仁会 大久保
病院
","8:00
","17:15
","有
","有
","有
","40
","5
","0
","0
","0
",,
,"27
","譜久山病院 コアラ保育園
","〒673-0018
明石市西明石北町３丁目1-
23
","(078)
927-1514
","医療法人社団医仁会 譜
久山病院
","8:00
","18:00
","有
","有
","有
","20
","2
","2
","0
","0
",,
,"28
","あさひ病院 あさひ保育室
","〒673-0033
明石市林崎町２丁目1-40 エ
トワール林崎１０５号
","(078)
924-0120
","医療法人社団五誓会 あさ
ひ病院
","8:15
","19:00
","有
","有
","有
","14
","2
","4
","0
","0
",,
,"29
","明海病院 明海保育所
","〒673-0044
明石市藤江204
","(078)
922-8800
","医療法人社団弘成会 明
海病院
","8:30
","18:00
","有
","無
","有
","13
","2
","2
","0
","1
",,
,"30
","石井病院 しあわせ保育所 じ
んけい
","〒673-0881
明石市天文町１丁目1-2
","(078)
911-3580
","医療法人社団仁恵会 石
井病院
","8:00
","18:00
","有
","無
","有
","7
","2
","2
","0
","0
",,
,"31
","明石医療センター院内保育
所 あいあい保育園
","〒673-0063
明石市大久保町八木743-33
","(078)
936-7077
","社会医療法人 明石医療セ
ンター
","7:30
","19:30
","有
","有
","有
","30
","5
","9
","0
","5
",,
,"32
","こはる保育園
","〒674-0074
明石市魚住町清水2183
","(078)
941-1102
","医療法人久仁会 明石同
仁病院
","8:00
","18:00
","有
","有
","有
","9
","3
","1
","0
","0
",,
,"33
","明石リハビリテーション病院
院内保育園
","〒674-0094
明石市二見町西二見685-3
","(078)
941-6161
","医療法人伯鳳会　　　明石
リハビリテーション病院
","8:00
","18:00
","有
","有
","有
","18
","0
","3
","0
","0
",,
,"34
","兵庫ヤクルト販売株式会社
明石西部保育所
","〒674-0084
明石市魚住町西岡646
","(078)
946-5186
","兵庫ヤクルト販売(株)
","8:30
","15:30
","無
","無
","無
","24
","4
","1
","0
","0
",,
,"35
","ブリリアントストーンナーサ
リー
","〒674-8686
明石市魚住町清水417-1
","(078)
944-3770
","（株）キャタピラージャパン　
","　　　　　
 7:30
","　　　
 18:00
","無
","有
","有
","15
","2
","1
","0
","0
",,
,"36
","つみき保育園
","〒675-0011
加古川市野口町北野850-8
","(079)
454-0697
","秋山　美貴子
","8:30
","17:00
","無
","有
","有
","23
","2
","1
","3
","0
",,"   ○
(H17.7.1)
"
