,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"阪神北県民局管内
",,,,,,,,,,,,,,,,
"  
","施設名  
"," 所在地    
","電話番号  
","設置者
","受入時間
",,"休日
保育
","時間
預か
 り
","乳児
の受
入
","定員
","職員数
",,,,"  認可外保育施設指導監
者   督基準適合状況
",
,,,,,"開始
","終了
",,,,,"保育士
",,"保育補助者
",,,
,,,,,,,,,,,"常勤非
","非常勤
","勤常勤非
","非常勤
","    特定認可外
勤   保育施設
"," 国証明
(交付日）
"
"24
","都市型保育園ポポラー
宝塚山本園
","〒665-0881
宝塚市山本東3丁目8-16栄光ビル
2F
","(0797)
82-1090
","（株）タスク・フォース
","7:00
","21:00
","無
","有
","有
","33
","2
","0
","2
","1
",,
"25
","キンダーキッズインターナショナルス
クール
宝塚校
","〒665-0864
宝塚市泉町19-10
","（0797)
83-1663
","（株）キンダーキッズ
","7:45
","19:00
","無
","無
","無
","94
","6
","0
","5
","0
",,"   ○
(H21.3.4)
"
"26
","保育所あいらんど
仁川駅前園
","〒665-0061
宝塚市仁川北2-5さらら仁川北館
1F110
","（0798)
51-5666
","河野　秀一郎
","7:30
","19:00
","無
","有
","有
","18
","2
","3
","0
","0
","○
","   ○
(H21.3.31)
"
