,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
"                キッズルームOJI

【所在地】           〒651-0053　中央区籠池通1-1-6 誠和ビル2F

【設置者・設置主体】      松岡　圭子                               個人

【管理者】           松岡　圭子

【事業開始年月日】       平成27年8月1日

【届出年月日】         平成27年9月11日

【電話・FAX番号】      (電話）     241-4667           （FAX)   754-8787

【定員・受入時間】       69       人     7:30-19:00

【提供するサービス内容等】
   （休日保育）       無
   （時間預）        有　(生後６ヶ月～５歳児)
   （乳児受入）       有

【保険加入状況】        有

【建物の構造】
   （構造）         鉄筋コンクリート造
   （階）          ４階建の２階

【保育室等の面積・㎡】
   （乳児・ほふく室）    ー
   （保育・遊戯室）     114.30
   （屋外遊戯室）      ー


【証明書の交付日】       平成27年10月19日

【指導事項】          立入調査日               平成27年8月5日
",,,,
,,,,
,"項目
","立入調査時の改善指導事項
","区分
","改善確認年月日
"
,"保育従事者数・資格
","ー
",,"平成27年10月14日
"
,"構造設備・面積
","ー
",,
,"非常災害に対する措置
","ー
",,
,"保育室を２階以上に設ける場合
の条件
","ー
",,
,"保育内容
","ー
",,
,"給食
","ー
",,
,"健康管理・安全確保
","施錠等が不十分であるため、不審者の立入防止などの対策や乳幼
児の安全を確保する体制を整備すること。
","軽微
",
,"利用者への情報提供
","ー
",,
,"備える帳簿
","ー
",,
