,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
"               保育ルームぱんぷきんハウス

【所在地】          〒658-0053　東灘区住吉宮町3-11-17

【設置者・設置主体】     小野　康子                              個人

【管理者】          澤野　玲子

【事業開始年月日】      平成15年7月1日

【届出年月日】        平成15年8月12日

【電話・FAX番号】     (電話）    843-7179           （FAX)   843-7179

【定員・受入時間】      30      人     7:30-22:00

【提供するサービス内容等】
   （休日保育）      有
   （時間預）       有　(生後１ヶ月～１２歳)
   （乳児受入）      有

【保険加入状況】       有

【建物の構造】
   （構造）        木造
   （階）         ２階建の１階

【保育室等の面積・㎡】
   （乳児・ほふく室）   9.90
   （保育・遊戯室）    41.25
   （屋外遊戯室）     ー


【証明書の交付日】      平成20年12月4日

【指導事項】         立入調査日              平成27年8月4日
",,,,
,,,,
,"項目
","立入調査時の改善指導事項
","区分
","改善確認年月日
"
,"保育従事者数・資格
","ー
",,"平成27年11月8日
"
,"構造設備・面積
","ー
",,
,"非常災害に対する措置
","ー
",,
,"保育室を２階以上に設ける
場合の条件
","ー
",,
,"保育内容
","ー
",,
,"給食
","ー
",,
,"健康管理・安全確保
","調理（調乳を含む）に携わる職員には，おおむね月1回検便を実施
すること。
","重要
",
,"利用者への情報提供
","ー
",,
,"備える帳簿
","ー
",,
