,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
"                ベビー＆キッズホーム　ネバーランド

【所在地】           〒650-0094　中央区琴ノ緒町3-2-22 シーコムビル1Ｆ

【設置者・設置主体】      山崎　鉄兵                               個人

【管理者】           山崎　鉄兵

【事業開始年月日】       平成22年7月1日

【届出年月日】         平成22年7月2日

【電話・FAX番号】      (電話）     265-6610           （FAX)   265-6610

【定員・受入時間】       35       人     0:00-24:00

【提供するサービス内容等】
   （休日保育）       有
   （時間預）        有　(生後３ヶ月～１２歳)
   （乳児受入）       有

【保険加入状況】        有

【建物の構造】
   （構造）         鉄筋コンクリート造
   （階）          ２階建の１階

【保育室等の面積・㎡】
   （乳児・ほふく室）    33.00
   （保育・遊戯室）     120.00
   （屋外遊戯室）      ー


【証明書の交付日】       平成23年9月20日

【指導事項】          立入調査日               平成27年7月31日
",,,,
,,,,
,"項目
","立入調査時の改善指導事項
","区分
","改善確認年月日
"
,"保育従事者数・資格
","ー
",,
,"構造設備・面積
","ー
",,
,"非常災害に対する措置
","ー
",,
,"保育室を２階以上に設ける場合
の条件
","ー
",,
,"保育内容
","ー
",,
,"給食
","ー
",,
,"健康管理・安全確保
","ー
",,
,"利用者への情報提供
","ー
",,
,"備える帳簿
","ー
",,
