,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
"                関西インターナショナルスクール神戸校

【所在地】           〒657-0864　灘区新在家南町4-1-31

【設置者・設置主体】      ㈱関西国際学園                               株式会社

【管理者】           森山　綾乃

【事業開始年月日】       平成26年4月7日

【届出年月日】         平成26年4月23日

【電話・FAX番号】      (電話）       882-0666           （FAX)   882-0667

【定員・受入時間】       93         人     7:30-19:00

【提供するサービス内容等】
   （休日保育）       無
   （時間預）        無
   （乳児受入）       無

【保険加入状況】        有

【建物の構造】
   （構造）         鉄骨造
   （階）          ２階建の１階

【保育室等の面積・㎡】
   （乳児・ほふく室）    ー
   （保育・遊戯室）     202.86
   （屋外遊戯室）      2,673.22


【証明書の交付日】       平成26年8月6日

【指導事項】          立入調査日                 平成27年8月6日
",,,,
,,,,
,"項目
","立入調査時の改善指導事項
","区分
","改善確認年月日
"
,"保育従事者数・資格
","ー
",,
,"構造設備・面積
","ー
",,
,"非常災害に対する措置
","ー
",,
,"保育室を２階以上に設ける場合
の条件
","ー
",,
,"保育内容
","ー
",,
,"給食
","ー
",,
,"健康管理・安全確保
","ー
",,
,"利用者への情報提供
","ー
",,
,"備える帳簿
","ー
",,
