,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
"                かとれあキッズ

【所在地】           〒650-0002　中央区北野町1 新神戸オリエンタルアベニュー

【設置者・設置主体】      ㈱ＩＭＧ                               株式会社

【管理者】           成田　亜紀子

【事業開始年月日】       平成26年11月11日

【届出年月日】         平成26年12月2日

【電話・FAX番号】      (電話）    222-5666           （FAX)   222-5665

【定員・受入時間】       40      人     7:30-21:00

【提供するサービス内容等】
   （休日保育）       無
   （時間預）        有　(１歳児～５歳児)
   （乳児受入）       無

【保険加入状況】        有

【建物の構造】
   （構造）         鉄筋コンクリート造
   （階）          地下３階付３階建の１階

【保育室等の面積・㎡】
   （乳児・ほふく室）    ー
   （保育・遊戯室）     78.10
   （屋外遊戯室）      ー


【証明書の交付日】       平成27年11月11日

【指導事項】          立入調査日              平成28年9月29日
",,,,
,,,,
,"項目
","立入調査時の改善指導事項
","区分
","改善確認年月日
"
,"保育従事者数・資格
","ー
",,"平成28年10月21日
"
,"構造設備・面積
","ー
",,
,"非常災害に対する措置
","避難消火等の訓練を毎月1回以上実施すること。
","重要
",
,"保育室を２階以上に設ける場合
の条件
","ー
",,
,"保育内容
","ー
",,
,"給食
","ー
",,
,"健康管理・安全確保
","ー
",,
,"利用者への情報提供
","ー
",,
,"備える帳簿
","ー
",,
