,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
"               キッズハーモニー・六甲アイランド

【所在地】          〒658-0032　東灘区向洋町中5-6-1

【設置者・設置主体】     ㈱パソナフォスター                           株式会社

【管理者】          村上　優子

【事業開始年月日】      平成28年4月1日

【届出年月日】        平成28年4月30日

【電話・FAX番号】     (電話）     851-9560           （FAX)   851-9560

【定員・受入時間】      40       人     7：45～20：00

【提供するサービス内容等】
   （休日保育）      無
   （時間預）       有　(生後６ヶ月～１２歳)
   （乳児受入）      有

【保険加入状況】       有

【建物の構造】
   （構造）        鉄筋コンクリート造
   （階）         １階建の１階

【保育室等の面積・㎡】
   （乳児・ほふく室）   18.00
   （保育・遊戯室）    78.00
   （屋外遊戯室）     120.00

【証明書の交付日】      平成24年10月1日

【指導事項】         立入調査日               平成27年7月28日
",,,,
,,,,
,"項目
","立入調査時の改善指導事項
","区分
","改善確認年月日
"
,"保育従事者数・資格
","ー
",,
,"構造設備・面積
","ー
",,
,"非常災害に対する措置
","ー
",,
,"保育室を２階以上に設ける
場合の条件
","ー
",,
,"保育内容
","ー
",,
,"給食
","ー
",,
,"健康管理・安全確保
","ー
",,
,"利用者への情報提供
","ー
",,
,"備える帳簿
","ー
",,
