,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
"                キッズフレンド保育園

【所在地】           〒657-0042　灘区烏帽子町3-4-15 ナックビル３Ｆ

【設置者・設置主体】      井上　ひとみ                             個人

【管理者】           井上　ひとみ

【事業開始年月日】       平成20年10月1日

【届出年月日】         平成20年9月29日

【電話・FAX番号】      (電話）    881-0415           （FAX)   881-0415

【定員・受入時間】       30      人     7:30-22:00

【提供するサービス内容等】
   （休日保育）       無
   （時間預）        有　(生後６ヶ月～５歳児)
   （乳児受入）       有

【保険加入状況】        有

【建物の構造】
   （構造）         鉄筋コンクリート造
   （階）          ７階建の３階

【保育室等の面積・㎡】
   （乳児・ほふく室）    ー
   （保育・遊戯室）     75.80
   （屋外遊戯室）      ー


【証明書の交付日】       平成20年12月4日

【指導事項】          立入調査日              平成28年7月7日
",,,,
,,,,
,"項目
","立入調査時の改善指導事項
","区分
","改善確認年月日
"
,"保育従事者数・資格
","ー
",,
,"構造設備・面積
","ー
",,
,"非常災害に対する措置
","ー
",,
,"保育室を２階以上に設ける場合
の条件
","ー
",,
,"保育内容
","ー
",,
,"給食
","ー
",,
,"健康管理・安全確保
","ー
",,
,"利用者への情報提供
","ー
",,
,"備える帳簿
","ー
",,
