,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
"               保育園キッズガーデン

【所在地】          〒658-0081　東灘区田中町1-15-7パールビル 404

【設置者・設置主体】     長浜　典子                              個人

【管理者】          松原　弥生

【事業開始年月日】      平成11年12月1日

【届出年月日】        平成14年9月20日

【電話・FAX番号】     (電話）    413-5889           （FAX)   413-5889

【定員・受入時間】      10      人     7:30-20:00

【提供するサービス内容等】
   （休日保育）      無
   （時間預）       有　(生後２ヶ月～５歳児)
   （乳児受入）      有

【保険加入状況】       有

【建物の構造】
   （構造）        鉄筋コンクリート造
   （階）         7階建の4階

【保育室等の面積・㎡】
   （乳児・ほふく室）   ー
   （保育・遊戯室）    35.00
   （屋外遊戯室）     2.00


【証明書の交付日】      平成20年9月9日

【指導事項】         立入調査日              平成27年7月30日
",,,,
,,,,
,"項目
","立入調査時の改善指導事項
","区分
","改善確認年月日
"
,"保育従事者数・資格
","ー
",,"平成27年11月11日
"
,"構造設備・面積
","ー
",,
,"非常災害に対する措置
","ー
",,
,"保育室を２階以上に設ける
場合の条件
","ー
",,
,"保育内容
","ー
",,
,"給食
","ー
",,
,"健康管理・安全確保
","調理（調乳を含む）に携わる職員には，おおむね月1回検便を実施
すること。
","軽微
",
,"利用者への情報提供
","ー
",,
,"備える帳簿
","ー
",,
,"備える帳簿
","ー
",,
